quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
0.651,1.016,48.628,,0.62766,,-6.57609,-0.38528,-1.21283,SPARC,2024-07-07
0.651,1.016,48.628,,0.62766,,-6.57609,-0.38528,-1.21283,SPARC,2024-07-13
0.651,1.016,48.628,,0.62766,,-6.57609,-0.38528,-1.21283,SPARC,2024-07-20
0.813,1.016,48.627,,0.51765996,,-6.40263,-0.38257998,-1.21283,SPARC,2024-07-27
0.813,1.016,48.627,,0.51765996,,-6.40263,-0.38257998,-1.21283,SPARC,2024-08-03
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-08-10
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-08-17
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-08-24
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-09-01
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-09-08
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-09-15
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-09-21
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-09-28
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-10-05
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-10-12
,,48.627,,0.47667,,-5.7406297,,,SPARC,2024-10-19
