earningsGrowth,revenueGrowth,symbol,Date
1.505,-0.11,INDIANHUME,2024-07-07
1.505,-0.11,INDIANHUME,2024-07-13
1.505,-0.11,INDIANHUME,2024-07-20
1.505,-0.11,INDIANHUME,2024-07-27
1.505,-0.11,INDIANHUME,2024-08-03
1.505,-0.11,INDIANHUME,2024-08-10
2.397,0.049,INDIANHUME,2024-08-17
2.397,0.049,INDIANHUME,2024-08-24
2.397,0.049,INDIANHUME,2024-09-01
2.397,0.049,INDIANHUME,2024-09-08
2.397,0.049,INDIANHUME,2024-09-15
2.397,0.049,INDIANHUME,2024-09-21
2.397,0.049,INDIANHUME,2024-09-28
2.397,0.049,INDIANHUME,2024-10-05
2.397,0.049,INDIANHUME,2024-10-12
2.397,0.049,INDIANHUME,2024-10-19
