earningsGrowth,revenueGrowth,symbol,Date
1.208,0.197,TARACHAND,2024-07-07
1.208,0.197,TARACHAND,2024-07-13
1.208,0.197,TARACHAND,2024-07-20
1.208,0.197,TARACHAND,2024-07-27
1.208,0.197,TARACHAND,2024-08-03
0.198,0.172,TARACHAND,2024-08-10
0.198,0.172,TARACHAND,2024-08-17
0.198,0.172,TARACHAND,2024-08-24
0.198,0.172,TARACHAND,2024-09-01
0.198,0.172,TARACHAND,2024-09-08
0.198,0.172,TARACHAND,2024-09-15
0.198,0.172,TARACHAND,2024-09-21
0.198,0.172,TARACHAND,2024-09-28
0.198,0.172,TARACHAND,2024-10-05
0.198,0.172,TARACHAND,2024-10-12
0.198,0.172,TARACHAND,2024-10-19
