dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.5,0.0034999999,0.17989999,,,ORIENTHOT
0.5,0.0036000002,0.17989999,0.5,2024-07-11,ORIENTHOT
0.5,0.0039,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0038,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0037,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0034999999,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0031,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0032,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.003,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0027,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0029,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.0028,0.2183,0.5,2024-07-11,ORIENTHOT
0.5,0.003,0.21190001,0.5,2024-07-11,ORIENTHOT
