earningsGrowth,revenueGrowth,symbol,Date
1.072,0.087,DODLA,2024-07-07
1.072,0.087,DODLA,2024-07-13
1.072,0.087,DODLA,2024-07-20
0.854,0.107,DODLA,2024-07-27
0.854,0.107,DODLA,2024-08-03
0.854,0.107,DODLA,2024-08-10
0.854,0.107,DODLA,2024-08-17
0.854,0.107,DODLA,2024-08-24
0.854,0.107,DODLA,2024-09-01
0.854,0.107,DODLA,2024-09-08
0.854,0.107,DODLA,2024-09-15
0.854,0.107,DODLA,2024-09-21
0.854,0.107,DODLA,2024-09-28
0.854,0.107,DODLA,2024-10-05
0.854,0.107,DODLA,2024-10-12
0.854,0.107,DODLA,2024-10-19
