dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
16.0,0.0106,0.4195,,,TORNTPOWER
16.0,0.0105,0.4195,,,TORNTPOWER
16.0,0.010299999,0.4195,,,TORNTPOWER
16.0,0.0086,0.3361,,,TORNTPOWER
16.0,0.0089,0.3361,,,TORNTPOWER
16.0,0.0095,0.3361,,,TORNTPOWER
16.0,0.0095999995,0.3361,,,TORNTPOWER
16.0,0.0092,0.3361,,,TORNTPOWER
16.0,0.0094,0.3361,,,TORNTPOWER
16.0,0.0091,0.3361,,,TORNTPOWER
16.0,0.0087,0.3361,,,TORNTPOWER
16.0,0.0084,0.3361,,,TORNTPOWER
16.0,0.0085,0.3361,,,TORNTPOWER
16.0,0.0082,0.3361,,,TORNTPOWER
