dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
65.0,0.012,0.3884,,,LTIM
65.0,0.012,0.3884,45.0,2024-06-19,LTIM
65.0,0.0113,0.3884,45.0,2024-06-19,LTIM
65.0,0.0112,0.3884,45.0,2024-06-19,LTIM
65.0,0.0117999995,0.3884,45.0,2024-06-19,LTIM
65.0,0.0117999995,0.3884,,,LTIM
65.0,0.0121,0.3884,45.0,2024-06-19,LTIM
65.0,0.0115,0.3884,45.0,2024-06-19,LTIM
65.0,0.0106,0.3884,45.0,2024-06-19,LTIM
65.0,0.0105,0.3884,45.0,2024-06-19,LTIM
65.0,0.0101,0.3884,45.0,2024-06-19,LTIM
65.0,0.010199999,0.3884,45.0,2024-06-19,LTIM
65.0,0.0106,0.6824,45.0,2024-06-19,LTIM
65.0,0.0101,0.6824,45.0,2024-06-19,LTIM
65.0,0.010199999,0.41439998,45.0,2024-06-19,LTIM
