earningsGrowth,revenueGrowth,symbol,Date
-0.032,0.071,SAKSOFT,2024-07-07
-0.032,0.071,SAKSOFT,2024-07-13
-0.03,0.071,SAKSOFT,2024-07-20
-0.03,0.071,SAKSOFT,2024-07-27
-0.03,0.071,SAKSOFT,2024-08-03
0.052,0.111,SAKSOFT,2024-08-10
0.052,0.096,SAKSOFT,2024-08-17
0.052,0.096,SAKSOFT,2024-08-24
0.052,0.096,SAKSOFT,2024-09-01
0.052,0.096,SAKSOFT,2024-09-08
0.052,0.096,SAKSOFT,2024-09-15
0.052,0.096,SAKSOFT,2024-09-21
0.052,0.096,SAKSOFT,2024-09-28
0.052,0.096,SAKSOFT,2024-10-05
0.052,0.096,SAKSOFT,2024-10-12
0.052,0.096,SAKSOFT,2024-10-19
