dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.5,0.0011,0.029000001,0.5,2023-09-18,PKTEA
0.5,0.0011999999,0.029000001,0.5,2023-09-18,PKTEA
0.5,0.0013,0.029000001,0.5,2023-09-18,PKTEA
0.5,0.0011999999,0.025899999,0.5,2023-09-18,PKTEA
1.0,0.0023999999,0.025899999,1.0,2024-09-19,PKTEA
1.0,0.0023,0.025899999,1.0,2024-09-19,PKTEA
1.0,0.0022,0.025899999,1.0,2024-09-19,PKTEA
1.0,0.0018000001,0.025899999,1.0,2024-09-19,PKTEA
1.0,0.002,0.025899999,1.0,2024-09-19,PKTEA
1.0,0.0021,0.025899999,1.0,2024-09-19,PKTEA
