earningsGrowth,revenueGrowth,symbol,Date
6.429,0.463,ZAGGLE,2024-07-07
6.429,0.463,ZAGGLE,2024-07-13
6.429,0.463,ZAGGLE,2024-07-20
6.429,0.463,ZAGGLE,2024-07-27
4.667,1.129,ZAGGLE,2024-08-03
4.667,1.129,ZAGGLE,2024-08-10
4.667,1.129,ZAGGLE,2024-08-17
4.667,1.129,ZAGGLE,2024-08-24
4.667,1.129,ZAGGLE,2024-09-01
4.667,1.129,ZAGGLE,2024-09-08
4.667,1.129,ZAGGLE,2024-09-15
4.667,1.129,ZAGGLE,2024-09-21
4.667,1.129,ZAGGLE,2024-09-28
4.667,1.129,ZAGGLE,2024-10-05
4.667,1.129,ZAGGLE,2024-10-12
4.667,1.129,ZAGGLE,2024-10-19
