dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
3.0,0.0117999995,0.1463,,,NCLIND
3.0,0.0123000005,0.1463,1.5,2024-02-21,NCLIND
3.0,0.0136,0.1463,,,NCLIND
3.0,0.013099999,0.1463,1.5,2024-02-21,NCLIND
3.0,0.0128999995,0.1463,,,NCLIND
3.0,0.012999999,0.1463,1.5,2024-02-21,NCLIND
3.0,0.012999999,0.1463,,,NCLIND
5.0,0.0228,0.1463,2.5,2024-09-13,NCLIND
5.0,0.023,0.18180001,2.5,2024-09-13,NCLIND
5.0,0.0218,0.18180001,,,NCLIND
5.0,0.0224,0.18059999,,,NCLIND
5.0,0.023,0.18059999,,,NCLIND
5.0,0.0228,0.18059999,,,NCLIND
5.0,0.0233,0.18059999,2.5,2024-09-13,NCLIND
5.0,0.0234,0.18059999,2.5,2024-09-13,NCLIND
5.0,0.023699999,0.18059999,,,NCLIND
5.0,0.0231,0.18059999,,,NCLIND
5.0,0.0235,0.18059999,,,NCLIND
