quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
0.916,1.089,92.334,0.06744,0.24554001,0.17146999,0.1348,0.06532,0.15745,TORNTPOWER,2024-07-07
0.916,1.089,92.334,0.06744,0.24554001,0.17146999,0.1348,0.06532,0.15745,TORNTPOWER,2024-07-13
0.916,1.089,92.334,0.06744,0.24554001,0.17146999,0.1348,0.06532,0.15745,TORNTPOWER,2024-07-20
0.916,1.089,92.334,0.06744,0.24554001,0.17146999,0.1348,0.06532,0.15745,TORNTPOWER,2024-07-27
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-08-03
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-08-10
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-08-17
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-08-24
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-09-01
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-09-08
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-09-15
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-09-21
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-09-28
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-10-05
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-10-12
,,92.334,0.07921,0.2587,0.18451999,0.16587,,,TORNTPOWER,2024-10-19
