earningsGrowth,revenueGrowth,symbol,Date
0.36,0.257,BHAGERIA,2024-07-07
0.36,0.257,BHAGERIA,2024-07-13
0.36,0.257,BHAGERIA,2024-07-20
0.36,0.257,BHAGERIA,2024-07-27
0.36,0.257,BHAGERIA,2024-08-03
3.69,0.202,BHAGERIA,2024-08-10
3.69,0.154,BHAGERIA,2024-08-17
3.69,0.154,BHAGERIA,2024-08-24
3.69,0.154,BHAGERIA,2024-09-01
3.69,0.154,BHAGERIA,2024-09-08
3.69,0.154,BHAGERIA,2024-09-15
3.69,0.154,BHAGERIA,2024-09-21
3.69,0.154,BHAGERIA,2024-09-28
3.69,0.154,BHAGERIA,2024-10-05
3.69,0.154,BHAGERIA,2024-10-12
3.69,0.154,BHAGERIA,2024-10-19
