earningsGrowth,revenueGrowth,symbol,Date
,3.217,FIBERWEB,2024-07-07
,3.217,FIBERWEB,2024-07-13
,3.217,FIBERWEB,2024-07-20
,3.217,FIBERWEB,2024-07-27
,3.217,FIBERWEB,2024-08-03
,3.217,FIBERWEB,2024-08-10
2.156,-0.188,FIBERWEB,2024-08-17
2.156,-0.188,FIBERWEB,2024-08-24
2.156,-0.188,FIBERWEB,2024-09-01
2.156,-0.188,FIBERWEB,2024-09-08
2.156,-0.188,FIBERWEB,2024-09-15
2.156,-0.188,FIBERWEB,2024-09-21
2.156,-0.188,FIBERWEB,2024-09-28
2.156,-0.188,FIBERWEB,2024-10-05
2.156,-0.188,FIBERWEB,2024-10-12
2.156,-0.188,FIBERWEB,2024-10-19
