dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.5,0.0049,0.2717,,,NAHARSPING
1.5,0.0047999998,0.2717,1.5,2023-09-08,NAHARSPING
1.5,0.005,0.2717,1.5,2023-09-08,NAHARSPING
1.5,0.0045,0.2717,,,NAHARSPING
1.5,0.0042,0.2717,1.5,2023-09-08,NAHARSPING
1.5,0.0042,0.2717,,,NAHARSPING
1.5,0.0046,0.2717,1.5,2023-09-08,NAHARSPING
1.0,0.0032,0.2717,1.0,2024-09-06,NAHARSPING
1.0,0.0031,0.2717,,,NAHARSPING
1.0,0.0029,0.2717,1.0,2024-09-06,NAHARSPING
1.0,0.0034,0.2717,1.0,2024-09-06,NAHARSPING
1.0,0.0033000002,0.2717,,,NAHARSPING
1.0,0.0034999999,0.2717,1.0,2024-09-06,NAHARSPING
1.0,0.0034999999,0.2717,,,NAHARSPING
1.0,0.0037,0.2717,,,NAHARSPING
