quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
0.692,1.767,70.197,0.12673001,0.27905,0.19639,0.19195999,0.17364,0.40862998,KRN,2024-10-12
0.692,1.767,70.197,0.12673001,0.27905,0.19639,0.19195999,0.17364,0.40862998,KRN,2024-10-19
