earningsGrowth,revenueGrowth,symbol,Date
0.126,0.542,IREDA,2024-07-07
0.126,0.542,IREDA,2024-07-13
0.109,0.073,IREDA,2024-07-20
0.109,0.073,IREDA,2024-07-27
0.109,0.073,IREDA,2024-08-03
0.109,0.073,IREDA,2024-08-10
0.109,0.073,IREDA,2024-08-17
0.109,0.073,IREDA,2024-08-24
0.109,0.073,IREDA,2024-09-01
0.109,0.073,IREDA,2024-09-08
0.109,0.073,IREDA,2024-09-15
0.109,0.073,IREDA,2024-09-21
0.109,0.073,IREDA,2024-09-28
0.109,0.073,IREDA,2024-10-05
0.109,0.073,IREDA,2024-10-12
0.152,0.413,IREDA,2024-10-19
