dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
40.5,0.0855,2.6037,11.0,2024-05-24,VEDL
40.5,0.090500005,2.6037,,,VEDL
40.5,0.0921,2.6037,,,VEDL
40.5,0.094,2.6037,,,VEDL
16.0,0.036,2.6037,,,VEDL
16.0,0.0368,2.6037,,,VEDL
16.0,0.0373,1.5816001,,,VEDL
16.0,0.0381,1.5816001,,,VEDL
16.0,0.0356,1.5816001,,,VEDL
16.0,0.0342,1.5816001,,,VEDL
46.0,0.1,1.5816001,,,VEDL
46.0,0.1013,1.5816001,,,VEDL
46.0,0.102299996,1.5816001,,,VEDL
46.0,0.089700006,1.5816001,,,VEDL
46.0,0.0904,1.5816001,,,VEDL
46.0,0.0925,1.5816001,,,VEDL
46.0,0.097399995,1.5816001,,,VEDL
