dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.75,0.0058999998,0.2534,,,SOUTHWEST
0.75,0.0063,0.2534,,,SOUTHWEST
0.75,0.0072000003,0.2534,,,SOUTHWEST
0.75,0.0069999998,0.2534,,,SOUTHWEST
0.75,0.0070999996,0.2534,,,SOUTHWEST
0.75,0.0069,0.2534,,,SOUTHWEST
0.75,0.0072000003,0.2143,,,SOUTHWEST
0.75,0.0057,0.2143,,,SOUTHWEST
0.75,0.0050999997,0.2143,,,SOUTHWEST
1.25,0.0091,0.2143,,,SOUTHWEST
1.25,0.0094,0.2143,,,SOUTHWEST
1.25,0.0098,0.2143,,,SOUTHWEST
1.25,0.010199999,0.2143,,,SOUTHWEST
1.25,0.010299999,0.2143,,,SOUTHWEST
