quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
0.25,0.567,68.17,0.03839,0.59866,0.16686001,0.09892,0.03719,0.05053,RAMCOCEM,2024-07-07
0.25,0.567,68.17,0.03839,0.59866,0.16686001,0.09892,0.03719,0.05053,RAMCOCEM,2024-07-13
0.25,0.567,68.17,0.03839,0.59866,0.16686001,0.09892,0.03719,0.05053,RAMCOCEM,2024-07-20
,,68.17,0.03498,0.60967,0.16917999,0.076409996,,,RAMCOCEM,2024-07-27
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-08-03
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-08-10
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-08-17
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-08-24
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-09-01
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-09-08
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-09-15
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-09-21
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-09-28
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-10-05
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-10-12
,,68.278,0.03499,0.53564,0.16950001,0.07284,,,RAMCOCEM,2024-10-19
