earningsGrowth,revenueGrowth,symbol,Date
3.015,-0.182,INDIANCARD,2024-07-07
3.015,-0.182,INDIANCARD,2024-07-13
3.015,-0.182,INDIANCARD,2024-07-20
3.015,-0.182,INDIANCARD,2024-07-27
3.015,-0.182,INDIANCARD,2024-08-03
3.015,-0.182,INDIANCARD,2024-08-10
3.015,-0.182,INDIANCARD,2024-08-17
36.129,-0.334,INDIANCARD,2024-08-24
36.129,-0.334,INDIANCARD,2024-09-01
36.129,-0.334,INDIANCARD,2024-09-08
36.129,-0.334,INDIANCARD,2024-09-15
36.129,-0.334,INDIANCARD,2024-09-21
36.129,-0.334,INDIANCARD,2024-09-28
36.129,-0.334,INDIANCARD,2024-10-05
36.129,-0.334,INDIANCARD,2024-10-12
36.129,-0.334,INDIANCARD,2024-10-19
