dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
,,,,,TREL
1.0,0.0211,,,,TREL
1.0,0.0208,,,,TREL
1.0,0.0199,,,,TREL
1.0,0.020499999,,,,TREL
1.0,0.021,,,,TREL
1.0,0.0218,,,,TREL
1.0,0.0229,,,,TREL
1.0,0.0228,,,,TREL
1.0,0.0238,,,,TREL
1.0,0.023599999,,,,TREL
1.0,0.0232,,,,TREL
