earningsGrowth,revenueGrowth,symbol,Date
,0.916,JINDRILL,2024-07-07
,0.916,JINDRILL,2024-07-13
,0.916,JINDRILL,2024-07-20
,0.916,JINDRILL,2024-07-27
2.631,0.735,JINDRILL,2024-08-03
2.631,0.735,JINDRILL,2024-08-10
2.631,0.735,JINDRILL,2024-08-17
2.631,0.735,JINDRILL,2024-08-24
2.631,0.735,JINDRILL,2024-09-01
2.631,0.735,JINDRILL,2024-09-08
2.631,0.735,JINDRILL,2024-09-15
2.631,0.735,JINDRILL,2024-09-21
2.631,0.735,JINDRILL,2024-09-28
2.631,0.735,JINDRILL,2024-10-05
2.631,0.735,JINDRILL,2024-10-12
2.631,0.735,JINDRILL,2024-10-19
