earningsGrowth,revenueGrowth,symbol,Date
-0.293,0.277,INDSWFTLTD,2024-07-07
-0.293,0.277,INDSWFTLTD,2024-07-13
-0.293,0.277,INDSWFTLTD,2024-07-20
-0.293,0.277,INDSWFTLTD,2024-07-27
-0.293,0.277,INDSWFTLTD,2024-08-03
-0.293,0.277,INDSWFTLTD,2024-08-10
10.841,0.035,INDSWFTLTD,2024-08-17
10.841,-0.234,INDSWFTLTD,2024-08-24
10.841,-0.234,INDSWFTLTD,2024-09-01
10.841,-0.234,INDSWFTLTD,2024-09-08
10.841,-0.234,INDSWFTLTD,2024-09-15
10.841,-0.234,INDSWFTLTD,2024-09-21
10.841,-0.234,INDSWFTLTD,2024-09-28
10.841,-0.234,INDSWFTLTD,2024-10-05
10.841,-0.234,INDSWFTLTD,2024-10-12
10.841,-0.234,INDSWFTLTD,2024-10-19
