dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
42.0,0.0043,0.1884,,,BAJAJHLDNG
42.0,0.0042,0.1884,,,BAJAJHLDNG
42.0,0.0045,0.19540001,,,BAJAJHLDNG
42.0,0.0044,0.19540001,,,BAJAJHLDNG
131.0,0.0139,0.19540001,,,BAJAJHLDNG
131.0,0.0139999995,0.19540001,,,BAJAJHLDNG
131.0,0.013300001,0.19540001,,,BAJAJHLDNG
131.0,0.012999999,0.19540001,,,BAJAJHLDNG
131.0,0.0123000005,0.19540001,,,BAJAJHLDNG
130.0,0.0125,0.19540001,,,BAJAJHLDNG
130.0,0.0121,0.19540001,,,BAJAJHLDNG
130.0,0.0123000005,0.19540001,,,BAJAJHLDNG
130.0,0.012,0.19540001,,,BAJAJHLDNG
