dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
95.0,0.0321,0.8107,,,SWARAJENG
95.0,0.033,0.8107,,,SWARAJENG
95.0,0.031600002,0.8107,,,SWARAJENG
95.0,0.032,0.8236,,,SWARAJENG
95.0,0.0321,0.8236,,,SWARAJENG
95.0,0.031600002,0.8236,,,SWARAJENG
95.0,0.0317,0.8236,,,SWARAJENG
95.0,0.0326,0.8236,,,SWARAJENG
95.0,0.030199999,0.8236,,,SWARAJENG
95.0,0.0279,0.8236,,,SWARAJENG
95.0,0.0287,0.8236,,,SWARAJENG
95.0,0.028800001,0.8236,,,SWARAJENG
95.0,0.0296,0.8236,,,SWARAJENG
95.0,0.0295,0.8236,,,SWARAJENG
95.0,0.0307,0.8236,,,SWARAJENG
95.0,0.0315,0.8236,,,SWARAJENG
