earningsGrowth,revenueGrowth,symbol,Date
,,STANLEY,2024-07-07
,,STANLEY,2024-07-13
,,STANLEY,2024-07-20
0.759,0.23,STANLEY,2024-07-27
0.759,0.23,STANLEY,2024-08-03
0.759,0.23,STANLEY,2024-08-10
0.759,0.23,STANLEY,2024-08-17
-0.014,0.05,STANLEY,2024-08-24
-0.014,0.05,STANLEY,2024-09-01
-0.014,0.05,STANLEY,2024-09-08
-0.014,0.05,STANLEY,2024-09-15
-0.014,0.05,STANLEY,2024-09-21
-0.014,0.05,STANLEY,2024-09-28
-0.014,0.05,STANLEY,2024-10-05
-0.014,0.05,STANLEY,2024-10-12
-0.014,0.05,STANLEY,2024-10-19
