dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
12.5,0.020499999,0.1463,,,ANDHRAPAP
12.5,0.0212,0.1463,,,ANDHRAPAP
10.0,0.0176,0.1463,,,ANDHRAPAP
10.0,0.0177,0.1463,,,ANDHRAPAP
10.0,0.0175,0.1463,,,ANDHRAPAP
10.0,0.0173,0.1463,,,ANDHRAPAP
10.0,0.0182,0.1997,,,ANDHRAPAP
10.0,0.0191,0.1997,,,ANDHRAPAP
10.0,0.0176,0.1997,,,ANDHRAPAP
10.0,0.0177,0.1997,,,ANDHRAPAP
2.0,0.0189,0.1997,,,ANDHRAPAP
2.0,0.019299999,0.1997,,,ANDHRAPAP
2.0,0.0187,0.1997,,,ANDHRAPAP
2.0,0.019199999,0.1997,,,ANDHRAPAP
2.0,0.0195,0.1997,,,ANDHRAPAP
2.0,0.0196,0.1997,,,ANDHRAPAP
