dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.5,0.012200001,0.078600004,1.5,2024-06-21,PNB
1.5,0.0126,0.078600004,1.5,2024-06-21,PNB
1.5,0.0128999995,0.078600004,1.5,2024-06-21,PNB
1.5,0.0125,0.078600004,1.5,2024-06-21,PNB
1.5,0.0125,0.1407,1.5,2024-06-21,PNB
1.5,0.012999999,0.1407,1.5,2024-06-21,PNB
1.5,0.013200001,0.1407,1.5,2024-06-21,PNB
1.5,0.0128999995,0.1407,1.5,2024-06-21,PNB
1.5,0.0136,0.1407,1.5,2024-06-21,PNB
1.5,0.0135,0.1407,1.5,2024-06-21,PNB
1.5,0.0139999995,0.1407,1.5,2024-06-21,PNB
1.5,0.0137,0.1407,1.5,2024-06-21,PNB
1.5,0.014199999,0.1407,1.5,2024-06-21,PNB
1.5,0.0143,0.1407,1.5,2024-06-21,PNB
1.5,0.0146,0.1407,1.5,2024-06-21,PNB
