dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
19.09,0.0047999998,1.1712,,,MCX
19.09,0.0050999997,1.1712,,,MCX
19.09,0.005,1.1712,,,MCX
19.09,0.0046,1.1712,,,MCX
7.64,0.0018000001,0.5584,,,MCX
7.64,0.0017,0.5584,,,MCX
7.64,0.0017,0.5584,7.64,2024-09-19,MCX
7.64,0.0016,0.5584,,,MCX
7.64,0.0015,0.5584,,,MCX
7.64,0.0014,0.5584,,,MCX
7.64,0.0013,0.5584,7.64,2024-09-19,MCX
7.64,0.0013,0.5584,,,MCX
7.64,0.0011999999,0.5584,7.64,2024-09-19,MCX
7.64,0.0011999999,0.5584,,,MCX
