earningsGrowth,revenueGrowth,symbol,Date
1.64,0.229,EIHOTEL,2024-07-07
1.64,0.229,EIHOTEL,2024-07-13
1.64,0.136,EIHOTEL,2024-07-20
1.64,0.136,EIHOTEL,2024-07-27
1.64,0.136,EIHOTEL,2024-08-03
-0.114,0.071,EIHOTEL,2024-08-10
-0.114,0.071,EIHOTEL,2024-08-17
-0.114,0.071,EIHOTEL,2024-08-24
-0.114,0.071,EIHOTEL,2024-09-01
-0.114,0.071,EIHOTEL,2024-09-08
-0.114,0.071,EIHOTEL,2024-09-15
-0.114,0.071,EIHOTEL,2024-09-21
-0.114,0.071,EIHOTEL,2024-09-28
-0.114,0.071,EIHOTEL,2024-10-05
-0.114,0.071,EIHOTEL,2024-10-12
-0.114,0.071,EIHOTEL,2024-10-19
