earningsGrowth,revenueGrowth,symbol,Date
2.06,0.668,SMCGLOBAL,2024-07-07
2.06,0.668,SMCGLOBAL,2024-07-13
2.06,0.668,SMCGLOBAL,2024-07-20
2.06,0.668,SMCGLOBAL,2024-07-27
0.757,0.428,SMCGLOBAL,2024-08-03
0.757,0.428,SMCGLOBAL,2024-08-10
0.757,0.428,SMCGLOBAL,2024-08-17
0.757,0.428,SMCGLOBAL,2024-08-24
0.757,0.428,SMCGLOBAL,2024-09-01
0.757,0.428,SMCGLOBAL,2024-09-08
0.757,0.428,SMCGLOBAL,2024-09-15
0.757,0.428,SMCGLOBAL,2024-09-21
0.757,0.428,SMCGLOBAL,2024-09-28
0.757,0.428,SMCGLOBAL,2024-10-05
0.757,0.428,SMCGLOBAL,2024-10-12
0.757,0.428,SMCGLOBAL,2024-10-19
