dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.25,0.0045,0.15720001,,,ORIENTCER
0.25,0.0047999998,0.15720001,0.25,2023-09-18,ORIENTCER
0.25,0.0049,0.15720001,0.25,2023-09-18,ORIENTCER
0.25,0.005,0.15720001,0.25,2023-09-18,ORIENTCER
0.25,0.0047999998,0.1689,0.25,2023-09-18,ORIENTCER
0.25,0.0045,0.1689,0.25,2023-09-18,ORIENTCER
0.25,0.0044,0.1689,0.25,2023-09-18,ORIENTCER
0.25,0.0046,0.1689,0.25,2023-09-18,ORIENTCER
0.25,0.0047999998,0.1689,0.25,2024-09-23,ORIENTCER
0.25,0.0049,0.1689,0.25,2024-09-23,ORIENTCER
0.25,0.005,0.1689,0.25,2024-09-23,ORIENTCER
0.25,0.0050999997,0.1689,0.25,2024-09-23,ORIENTCER
