dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
15.0,0.0109,0.2865,,,GODREJCP
15.0,0.0104,0.2865,,,GODREJCP
15.0,0.010299999,0.2865,,,GODREJCP
15.0,0.010199999,0.2865,,,GODREJCP
20.0,0.0138,0.2865,,,GODREJCP
20.0,0.0146,0.2865,,,GODREJCP
20.0,0.0139999995,0.2865,,,GODREJCP
20.0,0.0135,0.2865,,,GODREJCP
20.0,0.0139,0.2865,,,GODREJCP
20.0,0.0134000005,0.2865,,,GODREJCP
20.0,0.014400001,0.2865,,,GODREJCP
20.0,0.0149,0.2865,,,GODREJCP
20.0,0.0152,0.2865,,,GODREJCP
20.0,0.015,0.2865,,,GODREJCP
