earningsGrowth,revenueGrowth,symbol,Date
,0.979,MAHAPEXLTD,2024-07-07
,0.979,MAHAPEXLTD,2024-07-13
,0.979,MAHAPEXLTD,2024-07-20
,0.979,MAHAPEXLTD,2024-07-27
,0.979,MAHAPEXLTD,2024-08-03
,0.979,MAHAPEXLTD,2024-08-10
,0.979,MAHAPEXLTD,2024-08-17
30.593,-0.254,MAHAPEXLTD,2024-08-24
30.593,-0.254,MAHAPEXLTD,2024-09-01
30.593,-0.254,MAHAPEXLTD,2024-09-08
30.593,-0.254,MAHAPEXLTD,2024-09-15
30.593,-0.254,MAHAPEXLTD,2024-09-21
30.593,-0.254,MAHAPEXLTD,2024-09-28
30.593,-0.254,MAHAPEXLTD,2024-10-05
30.593,-0.254,MAHAPEXLTD,2024-10-12
30.593,-0.254,MAHAPEXLTD,2024-10-19
