earningsGrowth,revenueGrowth,symbol,Date
0.215,0.277,FIEMIND,2024-07-07
0.215,0.278,FIEMIND,2024-07-13
0.215,0.278,FIEMIND,2024-07-20
0.215,0.278,FIEMIND,2024-07-27
0.215,0.278,FIEMIND,2024-08-03
0.215,0.278,FIEMIND,2024-08-10
0.377,0.219,FIEMIND,2024-08-17
0.377,0.219,FIEMIND,2024-08-24
0.377,0.219,FIEMIND,2024-09-01
0.377,0.219,FIEMIND,2024-09-08
0.377,0.219,FIEMIND,2024-09-15
0.377,0.219,FIEMIND,2024-09-21
0.377,0.219,FIEMIND,2024-09-28
0.377,0.219,FIEMIND,2024-10-05
0.377,0.219,FIEMIND,2024-10-12
0.377,0.219,FIEMIND,2024-10-19
