earningsGrowth,revenueGrowth,symbol,Date
0.245,0.169,GREENLAM,2024-07-07
0.237,0.169,GREENLAM,2024-07-13
0.237,0.169,GREENLAM,2024-07-20
-0.398,0.174,GREENLAM,2024-07-27
-0.398,0.174,GREENLAM,2024-08-03
-0.398,0.174,GREENLAM,2024-08-10
-0.398,0.174,GREENLAM,2024-08-17
-0.398,0.174,GREENLAM,2024-08-24
-0.398,0.174,GREENLAM,2024-09-01
-0.398,0.174,GREENLAM,2024-09-08
-0.398,0.174,GREENLAM,2024-09-15
-0.398,0.174,GREENLAM,2024-09-21
-0.398,0.174,GREENLAM,2024-09-28
-0.398,0.174,GREENLAM,2024-10-05
-0.398,0.174,GREENLAM,2024-10-12
-0.398,0.174,GREENLAM,2024-10-19
