dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.1,0.0055,0.0988,,,SUDARSCHEM
5.1,0.0057,0.0988,,,SUDARSCHEM
6.1,0.0068,0.0988,,,SUDARSCHEM
6.1,0.0067000003,0.0988,,,SUDARSCHEM
6.1,0.0062,0.0988,,,SUDARSCHEM
6.1,0.0063,0.29479998,,,SUDARSCHEM
6.1,0.006,0.29479998,,,SUDARSCHEM
6.1,0.0058999998,0.29479998,,,SUDARSCHEM
6.1,0.0061000003,0.29479998,,,SUDARSCHEM
6.1,0.0062,0.29479998,,,SUDARSCHEM
6.1,0.0055,0.29479998,,,SUDARSCHEM
6.1,0.0050999997,0.29479998,,,SUDARSCHEM
6.1,0.0057,0.29479998,,,SUDARSCHEM
