earningsGrowth,revenueGrowth,symbol,Date
2.488,0.152,PDMJEPAPER,2024-07-07
2.488,0.152,PDMJEPAPER,2024-07-13
2.488,0.152,PDMJEPAPER,2024-07-20
2.488,0.152,PDMJEPAPER,2024-07-27
2.488,0.152,PDMJEPAPER,2024-08-03
1.458,0.121,PDMJEPAPER,2024-08-10
1.458,0.121,PDMJEPAPER,2024-08-17
1.458,0.121,PDMJEPAPER,2024-08-24
1.458,0.121,PDMJEPAPER,2024-09-01
1.458,0.121,PDMJEPAPER,2024-09-08
1.458,0.121,PDMJEPAPER,2024-09-15
1.458,0.121,PDMJEPAPER,2024-09-21
1.458,0.121,PDMJEPAPER,2024-09-28
1.458,0.121,PDMJEPAPER,2024-10-05
1.458,0.121,PDMJEPAPER,2024-10-12
1.458,0.121,PDMJEPAPER,2024-10-19
