dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.85,0.0178,0.5752,,,NHPC
1.85,0.0162,0.5752,1.4,2024-02-22,NHPC
1.85,0.0174,0.5752,1.4,2024-02-22,NHPC
1.85,0.0177,0.5752,1.4,2024-02-22,NHPC
1.9,0.0184,0.5755,0.5,2024-08-12,NHPC
1.9,0.0194,0.5859,0.5,2024-08-12,NHPC
1.9,0.020299999,0.5859,0.5,2024-08-12,NHPC
1.9,0.0196,0.5859,0.5,2024-08-12,NHPC
1.9,0.0198,0.5859,0.5,2024-08-12,NHPC
1.9,0.0202,0.5859,0.5,2024-08-12,NHPC
1.9,0.020599999,0.5859,0.5,2024-08-12,NHPC
1.9,0.0199,0.5859,0.5,2024-08-12,NHPC
1.9,0.020399999,0.5859,0.5,2024-08-12,NHPC
1.9,0.0209,0.5859,0.5,2024-08-12,NHPC
1.9,0.0224,0.5859,0.5,2024-08-12,NHPC
