dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
12.06,0.0355,0.6951,4.5,2024-02-15,POWERGRID
12.06,0.0352,0.6951,4.5,2024-02-15,POWERGRID
12.06,0.0363,0.6951,4.5,2024-02-15,POWERGRID
12.06,0.035,0.7022,4.5,2024-02-15,POWERGRID
11.25,0.031400003,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0325,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0337,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0335,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.033299997,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0341,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0334,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0336,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0318,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.0332,0.70199996,2.75,2024-08-16,POWERGRID
11.25,0.034,0.70199996,2.75,2024-08-16,POWERGRID
