dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
75.0,0.0255,0.9607,,,AKZOINDIA
75.0,0.025999999,0.9607,,,AKZOINDIA
75.0,0.026400002,0.9607,,,AKZOINDIA
75.0,0.026800001,0.9607,,,AKZOINDIA
75.0,0.026099999,0.9607,,,AKZOINDIA
75.0,0.0252,0.9607,,,AKZOINDIA
75.0,0.0224,0.9501,,,AKZOINDIA
75.0,0.0235,0.9501,,,AKZOINDIA
75.0,0.0229,0.9501,,,AKZOINDIA
75.0,0.0216,0.9501,,,AKZOINDIA
75.0,0.0199,0.9501,,,AKZOINDIA
75.0,0.020299999,0.9501,,,AKZOINDIA
75.0,0.0201,0.9501,,,AKZOINDIA
75.0,0.0198,0.9501,,,AKZOINDIA
75.0,0.0196,0.9501,,,AKZOINDIA
75.0,0.0182,0.9501,,,AKZOINDIA
75.0,0.0188,0.9501,,,AKZOINDIA
