priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
0.8414471,,,1.643,-14.238,PRAXIS,2024-07-07
0.7645298,,,1.626,-14.095,PRAXIS,2024-07-13
0.70655674,,,1.507,-13.063,PRAXIS,2024-07-20
0.80065536,,,1.638,-14.198,PRAXIS,2024-07-27
0.9437903,,,1.772,-15.363,PRAXIS,2024-08-03
0.9067285,,,1.715,-14.87,PRAXIS,2024-08-10
0.93645716,,,1.851,-16.889,PRAXIS,2024-08-17
0.8990225,,,1.808,-16.494,PRAXIS,2024-08-24
0.9732638,,,1.896,-17.295,PRAXIS,2024-09-01
1.0705901,,,1.994,-18.188,PRAXIS,2024-09-08
1.3638172,,,2.288,-20.877,PRAXIS,2024-09-15
1.4724063,,,2.396,-21.861,PRAXIS,2024-09-21
1.6252232,,,2.55,-23.263,PRAXIS,2024-09-28
1.6495615,,,2.57,-23.446,PRAXIS,2024-10-05
1.5453682,,,2.471,-22.542,PRAXIS,2024-10-12
1.7102414,,,2.628,-23.979,PRAXIS,2024-10-19
