dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.1,0.00029999999,0.0137,0.097696,2023-09-12,SKIPPER
0.1,0.00029999999,0.0137,,,SKIPPER
0.1,0.0002,0.0115,,,SKIPPER
