earningsGrowth,revenueGrowth,symbol,Date
,18.96,ONELIFECAP,2024-07-07
,18.96,ONELIFECAP,2024-07-13
,18.96,ONELIFECAP,2024-07-20
,18.96,ONELIFECAP,2024-07-27
,18.96,ONELIFECAP,2024-08-03
,18.96,ONELIFECAP,2024-08-10
,18.96,ONELIFECAP,2024-08-17
,2.819,ONELIFECAP,2024-08-24
,2.819,ONELIFECAP,2024-09-01
,2.819,ONELIFECAP,2024-09-08
,2.819,ONELIFECAP,2024-09-15
,2.819,ONELIFECAP,2024-09-21
,2.819,ONELIFECAP,2024-09-28
,2.819,ONELIFECAP,2024-10-05
,2.819,ONELIFECAP,2024-10-12
,2.819,ONELIFECAP,2024-10-19
