dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.0,0.0023999999,0.1192,5.0,2024-07-19,ZYDUSWELL
5.0,0.0023,0.1192,,,ZYDUSWELL
5.0,0.0021,0.1192,,,ZYDUSWELL
5.0,0.0022,0.1046,,,ZYDUSWELL
5.0,0.0023,0.1046,,,ZYDUSWELL
5.0,0.0023999999,0.1046,,,ZYDUSWELL
5.0,0.0025,0.1046,,,ZYDUSWELL
5.0,0.0026,0.1046,,,ZYDUSWELL
