dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.0,0.0128999995,0.2022,1.0,2024-02-20,SAIL
2.0,0.013200001,0.2022,,,SAIL
2.0,0.014099999,0.2022,,,SAIL
2.0,0.0139999995,0.2022,,,SAIL
2.0,0.0136,0.2022,,,SAIL
2.0,0.0137,0.2022,,,SAIL
2.0,0.016,0.21100001,,,SAIL
2.0,0.0152,0.21100001,,,SAIL
2.0,0.015,0.21100001,,,SAIL
2.0,0.0155,0.21100001,,,SAIL
2.0,0.0150999995,0.21100001,,,SAIL
2.0,0.015800001,0.21100001,,,SAIL
2.0,0.014199999,0.21100001,,,SAIL
2.0,0.014400001,0.21100001,,,SAIL
2.0,0.0149,0.21100001,,,SAIL
2.0,0.0156,0.21100001,,,SAIL
