quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
4.3,4.313,62.294,0.14868,1.0,,0.074200004,0.029509999,0.10854,5PAISA,2024-07-07
4.3,4.313,62.294,0.14868,1.0,,0.074200004,0.029509999,0.10854,5PAISA,2024-07-13
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-07-20
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-07-27
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-08-03
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-08-10
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-08-17
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-08-24
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-09-01
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-09-08
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-09-15
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-09-21
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-09-28
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-10-05
,,62.294,0.15765001,1.0,,0.28269,,,5PAISA,2024-10-12
6.995,7.028,29.297,0.16148001,0.99966,,0.30915,0.03162,0.1168,5PAISA,2024-10-19
