dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
13.0,0.0357,0.3351,,,DBCORP
13.0,0.0337,0.3351,,,DBCORP
20.0,0.056999996,0.4988,,,DBCORP
20.0,0.054899998,0.4988,,,DBCORP
20.0,0.059,0.4988,,,DBCORP
20.0,0.0588,0.4988,,,DBCORP
20.0,0.0589,0.4988,,,DBCORP
20.0,0.0596,0.4988,,,DBCORP
20.0,0.0608,0.4988,,,DBCORP
20.0,0.060500003,0.4988,,,DBCORP
20.0,0.0591,0.4988,,,DBCORP
20.0,0.059299998,0.4988,,,DBCORP
20.0,0.0619,0.4988,,,DBCORP
20.0,0.0571,0.4988,,,DBCORP
22.0,0.0669,0.6781,,,DBCORP
