quickRatio,currentRatio,debtToEquity,profitMargins,grossMargins,ebitdaMargins,operatingMargins,returnOnAssets,returnOnEquity,symbol,Date
0.529,1.074,187.58,-0.54719,0.14041,-0.09632,0.15528,-0.03139,-0.33618,SANGHIIND,2024-07-07
0.529,1.074,187.58,-0.54719,0.14041,-0.09632,0.15528,-0.03139,-0.33618,SANGHIIND,2024-07-13
0.529,1.074,187.58,-0.54719,0.14041,-0.09632,0.15528,-0.03139,-0.33618,SANGHIIND,2024-07-20
0.529,1.074,187.58,-0.54719,0.14041,-0.09632,0.15528,-0.03139,-0.33618,SANGHIIND,2024-07-27
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-08-03
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-08-10
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-08-17
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-08-24
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-09-01
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-09-08
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-09-15
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-09-21
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-09-28
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-10-05
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-10-12
,,187.58,-0.39715,0.20795,-0.00437,-0.21643999,,,SANGHIIND,2024-10-19
