earningsGrowth,revenueGrowth,symbol,Date
0.237,0.005,PLASTIBLEN,2024-07-07
0.236,0.005,PLASTIBLEN,2024-07-13
0.418,0.081,PLASTIBLEN,2024-07-20
0.418,0.081,PLASTIBLEN,2024-07-27
0.418,0.081,PLASTIBLEN,2024-08-03
0.418,0.081,PLASTIBLEN,2024-08-10
0.418,0.081,PLASTIBLEN,2024-08-17
0.418,0.081,PLASTIBLEN,2024-08-24
0.418,0.081,PLASTIBLEN,2024-09-01
0.418,0.081,PLASTIBLEN,2024-09-08
0.418,0.081,PLASTIBLEN,2024-09-15
0.418,0.081,PLASTIBLEN,2024-09-21
0.418,0.081,PLASTIBLEN,2024-09-28
0.418,0.081,PLASTIBLEN,2024-10-05
0.418,0.081,PLASTIBLEN,2024-10-12
-0.338,-0.119,PLASTIBLEN,2024-10-19
