earningsGrowth,revenueGrowth,symbol,Date
-0.148,0.015,SOUTHBANK,2024-07-07
-0.148,0.015,SOUTHBANK,2024-07-13
-0.148,0.015,SOUTHBANK,2024-07-20
0.155,0.21,SOUTHBANK,2024-07-27
0.155,0.21,SOUTHBANK,2024-08-03
0.155,0.21,SOUTHBANK,2024-08-10
0.155,0.21,SOUTHBANK,2024-08-17
0.155,0.21,SOUTHBANK,2024-08-24
0.155,0.21,SOUTHBANK,2024-09-01
0.155,0.21,SOUTHBANK,2024-09-08
0.155,0.21,SOUTHBANK,2024-09-15
0.155,0.21,SOUTHBANK,2024-09-21
0.155,0.21,SOUTHBANK,2024-09-28
0.155,0.21,SOUTHBANK,2024-10-05
0.155,0.21,SOUTHBANK,2024-10-12
-0.053,0.077,SOUTHBANK,2024-10-19
