priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
10.580478,7.345371,58.479984,9.725,69.771,TECHNOE,2024-07-07
10.364478,7.203238,57.43946,9.521,68.302,TECHNOE,2024-07-13
10.626609,7.352268,58.831604,9.735,69.998,TECHNOE,2024-07-20
13.067273,8.398008,67.119286,11.241,80.825,TECHNOE,2024-07-27
13.283593,8.509447,68.036995,11.401,81.978,TECHNOE,2024-08-03
12.759567,8.2002535,65.356865,10.956,78.777,TECHNOE,2024-08-10
12.751439,8.195029,59.878227,10.821,77.806,TECHNOE,2024-08-17
12.328172,8.420147,61.34469,10.56,70.48,TECHNOE,2024-08-24
11.857941,8.135329,59.52858,10.176,67.916,TECHNOE,2024-09-01
11.269485,7.73161,56.492184,9.631,64.281,TECHNOE,2024-09-08
11.608853,7.964439,58.129993,9.945,66.377,TECHNOE,2024-09-15
11.0113325,7.554501,54.998188,9.392,62.687,TECHNOE,2024-09-21
11.825295,8.112445,59.167274,10.145,67.71,TECHNOE,2024-09-28
11.114247,7.6134543,55.548096,9.472,63.218,TECHNOE,2024-10-05
12.547828,8.55472,62.506363,10.741,71.691,TECHNOE,2024-10-12
12.585287,8.613673,62.89139,10.821,72.222,TECHNOE,2024-10-19
