dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.79,0.0207,0.9118,,,NFL
2.79,0.0188,0.9118,1.26,2023-09-22,NFL
2.79,0.019199999,0.9118,1.26,2023-09-22,NFL
2.79,0.019,0.9118,1.26,2023-09-22,NFL
2.79,0.0196,0.9118,1.26,2023-09-22,NFL
2.79,0.020399999,0.9118,1.26,2023-09-22,NFL
2.79,0.0212,0.2351,0.27,2024-09-20,NFL
0.27,0.0019,0.2351,0.27,2024-09-20,NFL
0.27,0.002,0.2351,0.27,2024-09-20,NFL
0.27,0.0021,0.2351,0.27,2024-09-20,NFL
0.27,0.0023,0.2351,,,NFL
0.27,0.0022,0.2351,,,NFL
0.27,0.0023,0.2351,0.27,2024-09-20,NFL
