dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
2.0,0.0113,0.2581,,,CYBERTECH
2.0,0.0104,0.2581,,,CYBERTECH
2.0,0.010199999,0.2581,,,CYBERTECH
2.0,0.0109,0.24270001,,,CYBERTECH
2.0,0.0114,0.24270001,,,CYBERTECH
2.0,0.0117,0.24270001,,,CYBERTECH
2.0,0.010299999,0.24270001,,,CYBERTECH
2.0,0.007900001,0.24270001,,,CYBERTECH
2.0,0.0084,0.24270001,,,CYBERTECH
2.0,0.0086,0.24270001,,,CYBERTECH
2.0,0.0093,0.24270001,,,CYBERTECH
2.0,0.0083,0.24270001,,,CYBERTECH
2.0,0.0088,0.24270001,,,CYBERTECH
2.0,0.0092,0.24270001,,,CYBERTECH
