dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
0.75,0.007900001,0.6696,,,MANALIPETC
0.75,0.0074,0.6696,0.75,2023-09-15,MANALIPETC
0.75,0.0082,0.6696,0.75,2023-09-15,MANALIPETC
0.75,0.0076,0.6696,0.75,2023-09-15,MANALIPETC
0.75,0.0078,0.6696,0.75,2023-09-15,MANALIPETC
0.75,0.0078,0.6696,,,MANALIPETC
0.75,0.0082,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.0085,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.0083,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.0087,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.0089,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.0091,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.0094,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.01,0.4573,0.75,2024-09-10,MANALIPETC
0.75,0.010299999,0.4573,0.75,2024-09-10,MANALIPETC
