dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
1.1,0.013099999,0.111999996,,,INTLCONV
1.1,0.0136,0.111999996,,,INTLCONV
1.1,0.0143,0.111999996,,,INTLCONV
1.1,0.0125,0.111999996,,,INTLCONV
1.1,0.0128999995,0.111999996,,,INTLCONV
1.1,0.013300001,0.111999996,,,INTLCONV
1.1,0.0138,0.111999996,,,INTLCONV
1.1,0.0139999995,0.111999996,,,INTLCONV
1.1,0.013099999,0.087,,,INTLCONV
1.1,0.013200001,0.087,,,INTLCONV
1.1,0.013300001,0.087,,,INTLCONV
1.1,0.012999999,0.087,,,INTLCONV
1.1,0.012,0.087,,,INTLCONV
1.1,0.0107,0.087,,,INTLCONV
1.1,0.0117999995,0.087,,,INTLCONV
1.1,0.011,0.087,,,INTLCONV
1.1,0.0117,0.087,,,INTLCONV
