dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.5,0.0123000005,0.5294,,,APCOTEXIND
5.5,0.0125,0.5294,,,APCOTEXIND
5.5,0.0117999995,0.5294,,,APCOTEXIND
5.5,0.012200001,0.1835,,,APCOTEXIND
5.5,0.0124,0.1835,,,APCOTEXIND
5.5,0.013099999,0.1835,,,APCOTEXIND
5.5,0.0125,0.1835,,,APCOTEXIND
5.5,0.0117999995,0.1835,,,APCOTEXIND
5.5,0.0126,0.1835,,,APCOTEXIND
5.5,0.0128,0.1835,,,APCOTEXIND
5.5,0.0127,0.1835,,,APCOTEXIND
5.5,0.013200001,0.1835,,,APCOTEXIND
5.5,0.013300001,0.1835,,,APCOTEXIND
