dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
5.0,0.0139999995,0.13350001,5.0,2024-05-22,SESHAPAPER
5.0,0.0139999995,0.13350001,,,SESHAPAPER
5.0,0.0143,0.13350001,,,SESHAPAPER
5.0,0.0147,0.1276,,,SESHAPAPER
5.0,0.0146,0.1276,,,SESHAPAPER
5.0,0.0143,0.1276,,,SESHAPAPER
5.0,0.015,0.1276,,,SESHAPAPER
5.0,0.0136,0.1276,,,SESHAPAPER
5.0,0.014199999,0.1276,,,SESHAPAPER
5.0,0.0138,0.1276,,,SESHAPAPER
5.0,0.0145000005,0.1276,,,SESHAPAPER
5.0,0.0149,0.1276,,,SESHAPAPER
5.0,0.0148,0.1276,,,SESHAPAPER
5.0,0.0155,0.1276,,,SESHAPAPER
