earningsGrowth,revenueGrowth,symbol,Date
7.576,0.108,OAL,2024-07-07
7.576,0.108,OAL,2024-07-13
7.576,0.108,OAL,2024-07-20
7.576,0.108,OAL,2024-07-27
7.576,0.108,OAL,2024-08-03
,0.111,OAL,2024-08-10
,0.103,OAL,2024-08-17
,0.103,OAL,2024-08-24
,0.103,OAL,2024-09-01
,0.103,OAL,2024-09-08
,0.103,OAL,2024-09-15
,0.103,OAL,2024-09-21
,0.103,OAL,2024-09-28
,0.103,OAL,2024-10-05
,0.103,OAL,2024-10-12
,0.103,OAL,2024-10-19
