priceToSalesTrailing12Months,priceToBook,trailingPE,enterpriseToRevenue,enterpriseToEbitda,symbol,Date
1.5906988,,83.61539,5.797,6.758,GVKPIL,2024-07-07
1.5000544,,78.84615,5.705,6.65,GVKPIL,2024-07-13
1.2734401,,66.76923,5.473,6.379,GVKPIL,2024-07-20
1.0395144,,51.384617,5.176,6.033,GVKPIL,2024-07-27
0.98833865,,51.384617,5.176,6.033,GVKPIL,2024-07-27
0.8172791,,42.076923,4.997,5.824,GVKPIL,2024-08-03
0.75733584,,37.846157,4.915,5.729,GVKPIL,2024-08-10
0.7149377,,,4.871,5.678,GVKPIL,2024-08-17
1.0256506,,,6.65,8.766,GVKPIL,2024-08-24
1.1494415,,,6.751,8.899,GVKPIL,2024-09-01
1.2633984,,,6.864,9.048,GVKPIL,2024-09-08
1.3891463,,,6.987,9.21,GVKPIL,2024-09-15
1.4688796,,,7.066,9.314,GVKPIL,2024-09-21
1.3341306,,,6.923,9.126,GVKPIL,2024-09-28
1.2339259,,,6.856,9.037,GVKPIL,2024-10-05
1.1887375,,,6.783,8.941,GVKPIL,2024-10-12
1.0787063,,,6.674,8.797,GVKPIL,2024-10-19
