dividendRate,dividendYield,payoutRatio,lastDividendValue,lastDividendDate,symbol
8.0,0.0167,0.2502,,,SUKHJITS
8.0,0.0174,0.2502,,,SUKHJITS
8.0,0.0153,0.2502,,,SUKHJITS
8.0,0.015800001,0.2502,,,SUKHJITS
8.0,0.016,0.2502,,,SUKHJITS
8.0,0.0165,0.2353,,,SUKHJITS
8.0,0.0159,0.2353,,,SUKHJITS
8.0,0.0156,0.2353,,,SUKHJITS
8.0,0.0147,0.2353,,,SUKHJITS
8.0,0.0138,0.2353,,,SUKHJITS
8.0,0.0146,0.2353,,,SUKHJITS
8.0,0.0136,0.2353,,,SUKHJITS
8.0,0.014099999,0.2353,,,SUKHJITS
8.0,0.0135,0.2353,,,SUKHJITS
