earningsGrowth,revenueGrowth,symbol,Date
1.059,0.448,NUVAMA,2024-07-07
1.059,0.448,NUVAMA,2024-07-13
1.059,0.528,NUVAMA,2024-07-20
1.059,0.528,NUVAMA,2024-07-27
0.74,0.583,NUVAMA,2024-08-03
0.74,0.583,NUVAMA,2024-08-10
0.74,0.583,NUVAMA,2024-08-17
0.74,0.583,NUVAMA,2024-08-24
0.74,0.583,NUVAMA,2024-09-01
0.74,0.583,NUVAMA,2024-09-08
0.74,0.583,NUVAMA,2024-09-15
0.74,0.583,NUVAMA,2024-09-21
0.74,0.583,NUVAMA,2024-09-28
0.74,0.583,NUVAMA,2024-10-05
0.74,0.583,NUVAMA,2024-10-12
0.74,0.583,NUVAMA,2024-10-19
