earningsGrowth,revenueGrowth,symbol,Date
-0.109,0.813,KRISHANA,2024-07-07
-0.109,0.813,KRISHANA,2024-07-13
-0.109,0.813,KRISHANA,2024-07-20
-0.109,0.813,KRISHANA,2024-07-27
0.38,0.698,KRISHANA,2024-08-03
0.38,0.698,KRISHANA,2024-08-10
0.38,0.698,KRISHANA,2024-08-17
0.38,0.698,KRISHANA,2024-08-24
0.38,0.698,KRISHANA,2024-09-01
0.38,0.698,KRISHANA,2024-09-08
0.38,0.698,KRISHANA,2024-09-15
0.38,0.698,KRISHANA,2024-09-21
0.38,0.698,KRISHANA,2024-09-28
0.38,0.698,KRISHANA,2024-10-05
0.38,0.698,KRISHANA,2024-10-12
-0.131,0.135,KRISHANA,2024-10-19
